Subject,Trial,Gaussian_Centroid,Standard_Deviation,Reaction_Time,Secondary_Task_Acc,Net_Cognitive_Load,Speed,Number_of_Fish,Turbidity,CameraDistance,Fish_Type
13,14,1,0.1,-0.850182938552362,-0.780192049241489,-0.122908798990824,3,10,3,2,1
13,15,1,0.1,-1.11379360490314,-0.229468249776909,0.645803100732332,3,8,3,1,2
13,16,1,0.1,0.449371399071647,-0.780192049241489,0.0156252192203903,7,10,7,1,2
13,17,1,0.1,0.0886410135390041,-0.229468249776909,-0.205879865208897,7,12,3,2,1
13,18,1,0.1,-1.7011366685268,-0.780192049241489,0.639304676673669,3,10,3,1,0
13,19,1,0.1,-0.998174891591396,-0.229468249776909,-0.000339947696042744,7,8,7,1,0
13,20,1,0.1,-0.713752856844504,1.42270314861683,-0.173491310160917,3,12,7,1,1
13,21,1,0.1,-1.05367187398103,-0.780192049241489,0.0966167695620919,3,10,7,1,2
13,22,1,0.1,-1.33809390872792,-0.229468249776909,-0.0569130141694929,7,12,7,2,1
13,23,1,0.1,-1.4490878735072,-0.780192049241489,0.164223741504163,7,10,7,2,0
13,24,1,0.1,-1.03054813131868,-0.229468249776909,-0.0378418984355946,7,8,3,2,0
14,2,1,0.1,-0.315219554572394,-0.268182305786454,5.91529510033836,3,8,7,1,2
14,3,1,0.1,1.56452084710522,1.50182091240414,6.75954503163469,7,12,7,2,2
14,4,1,0.1,0.895953384652873,-0.858183378516652,8.6522381149717,7,10,3,1,1
14,10,1,0.1,-0.765083789141779,1.50182091240414,5.0742025247711,3,12,3,1,2
14,11,1,0.1,-0.994860598183372,-0.268182305786454,1.42092115246368,7,8,7,2,1
14,16,1,0.1,-0.456407714344939,-0.268182305786454,5.06209213097025,7,12,7,1,1
14,17,1,0.1,-0.665421558714099,-0.858183378516652,6.99835501657895,7,10,7,2,0
14,19,1,0.1,0.513914834680103,-0.268182305786454,5.86660377116435,7,8,3,2,2
14,20,1,0.1,-0.986555412314399,1.50182091240414,9.71383976370148,3,12,3,1,1
14,22,1,0.1,1.71262999510191,-0.858183378516652,7.22678684517186,7,10,3,1,0
